001c791c-76b3-4281-815e-ef33b2163647;( ++ );( A );MIX!Aeromonas veronii;2.28;Aeromonas veronii;2.1;
12e9b7c7-b5f0-42eb-9f5b-ab2300e3a5f0;( ++ );( B );Streptococcus salivarius;2.09;Streptococcus vestibularis;2.02;
13e44867-b511-4448-867f-f0f38f330d04;( - );( C );not reliable identification;1.36;not reliable identification;1.35;
13e560a0-d761-4020-98dc-25e4abede8f6;( + );( B );Staphylococcus haemolyticus;1.94;not reliable identification;1.61;
15433565-1213-4466-8400-7a2fc976177b;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.26;
1557e5b4-fffd-447f-a753-73a924f51535;( +++ );( A );MIX!Haemophilus parainfluenzae;2.47;Haemophilus parainfluenzae;2.27;
155e44e2-ee44-4eb3-9396-3df91c9e251a;( ++ );( A );Candida glabrata;2.14;Candida glabrata;2.06;
15895605-f7fd-434f-bfd4-ff3ee1339150;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.1;
15abe9a7-85cf-495f-9fab-0a42fb367a32;( +++ );( A );Staphylococcus aureus;2.33;Staphylococcus aureus;2.26;
15be7ade-b52a-4fb7-8c2a-4f8afad024ee;( +++ );( A );MIX!Neisseria macacae;2.34;Neisseria macacae;2.33;
16364f42-1c28-49f9-bd2a-20ac0051567e;( ++ );( A );Streptococcus mutans;2.25;Streptococcus mutans;1.97;
1644b18e-3aad-4058-bdd4-dc5dcc22dcf6;( + );( B );Corynebacterium afermentans;1.94;Corynebacterium afermentans;1.83;
16994900-d711-4b45-ad29-7e26156666f2;( +++ );( B );Lactobacillus gasseri;2.46;Lactobacillus gasseri;2.32;
169ec515-c09f-4e73-8571-e95bdf123d50;( ++ );( A );Escherichia coli;2.13;Escherichia coli;2.1;
16bf6e54-afa6-4181-8ade-f363c6499687;( ++ );( A );Staphylococcus lugdunensis;2.29;Staphylococcus lugdunensis;2.24;
172b45b6-1ce9-4b09-8d63-896e6c3723b9;( ++ );( A );Escherichia coli;2.17;Escherichia coli;2.1;
1756cdc5-d0cd-43a9-be29-c2d28eb82013;( +++ );( A );Streptococcus pyogenes;2.32;Streptococcus pyogenes;2.29;
176fbf78-6e71-46ac-8716-4a6d2015f037;( + );( B );Streptococcus parasanguinis;1.85;Streptococcus parasanguinis;1.81;
178c1068-e008-4eed-a0ed-fb00cc575c0a;( ++ );( B );Escherichia coli;2.28;Escherichia coli;2.27;
179b138a-7b1c-403e-b625-57260969326e;( ++ );( A );Candida dubliniensis;2.13;not reliable identification;1.69;
17a3c6ee-df2c-4bbc-8ea4-92f4fa535e1a;( +++ );( B );MIX!Klebsiella pneumoniae;2.58;Klebsiella pneumoniae;2.43;
17b26cc9-0767-44f4-b198-f3bbf8090218;( ++ );( C );Enterobacter kobei;2.13;Enterobacter asburiae;2.07;
17b6210d-283a-41ab-9d8b-4d729d28b306;( ++ );( A );Actinotignum sanguinis;2.12;Actinotignum schaalii;1.86;
180d515f-3dde-4855-a952-efb7c96a7ad7;( ++ );( A );Streptococcus parasanguinis;2.21;Streptococcus parasanguinis;2.09;
185fc498-d89d-410f-a2d6-40285cc6ddd5;( ++ );( B );Streptococcus oralis;2.12;Streptococcus oralis;2.09;
187d2e78-3660-4bbb-901b-dab6e13efdf9;( +++ );( A );Pseudomonas aeruginosa;2.42;Pseudomonas aeruginosa;2.36;
18c628a5-cf3c-402c-91ff-6d59202f4aa4;( ++ );( A );Staphylococcus saprophyticus;2.19;Staphylococcus saprophyticus;1.95;
18ff1568-1fd4-42bf-9c04-e662c2033aea;( +++ );( A );Haemophilus haemolyticus;2.41;Haemophilus haemolyticus;2.4;
1904faf7-ee0b-4054-b1eb-9c39251b3e6f;( + );( B );Actinotignum schaalii;1.83;not reliable identification;1.63;
190c1912-b3da-40b0-a347-2c12a47776d4;( +++ );( A );Actinotignum schaalii;2.3;Actinotignum schaalii;2.23;
19987468-72b1-4663-ac2f-cf702ea6d353;( ++ );( A );Fusobacterium nucleatum;2.05;Fusobacterium nucleatum;1.78;
19d3577f-34bc-40de-a239-0b920bb20a5f;( ++ );( A );Streptococcus mutans;2.04;Streptococcus mutans;2.04;
19d79b7f-bf1f-4e86-9081-2a53f0362682;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.4;
1a3360e7-46bd-455c-8582-9c721f4bff09;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.36;
1a68bcad-c95c-46d1-80c6-b5688e724564;( ++ );( A );Escherichia coli;2.21;Escherichia coli;2.2;
1aad9a69-fdae-44b8-ad4b-e68424fce529;( ++ );( A );Escherichia coli;2.28;Escherichia coli;2.22;
1adcc45c-bc85-4848-a889-c0daf5154a03;( ++ );( A );Staphylococcus aureus;2.2;Staphylococcus aureus;2.2;
1b89e96b-10e4-4208-8489-99c770e36f9c;( ++ );( B );Enterobacter cloacae;2.29;Enterobacter asburiae;2.22;
1bb01549-3fa3-4bd7-b4d7-8186f909d57d;( ++ );( A );Staphylococcus hominis;2.29;Staphylococcus hominis;2.19;
1bf7af82-4158-4ad4-bdde-4ff85ef32d2c;( ++ );( B );Escherichia coli;2.28;Escherichia coli;2.2;
1c489536-0045-464a-a60c-429a81104720;( +++ );( B );Enterobacter cloacae;2.36;Enterobacter cloacae;2.36;
1d1d7077-24c5-4fc1-92d6-c3adc6bed706;( ++ );( A );Candida tropicalis;2.07;Candida tropicalis;1.98;
1d35bd60-8736-4f56-9e67-2bdaf0da64f3;( ++ );( A );Staphylococcus haemolyticus;2.24;Staphylococcus haemolyticus;2.16;
1d88cd5d-870a-4898-acca-db2e3267c960;( - );( C );not reliable identification;1.61;not reliable identification;1.52;
1d906ce6-decd-4724-954e-972e39303821;( ++ );( A );Staphylococcus epidermidis;2.06;Staphylococcus epidermidis;2.01;
1dbfa841-41b1-45c8-9278-049245d84b13;( ++ );( A );Aerococcus urinae;2.27;Aerococcus urinae;2.09;
1e526674-d0ab-4cef-bcf3-2b5594d95108;( +++ );( A );Proteus mirabilis;2.48;Proteus mirabilis;2.43;
1e819f82-6766-485b-b150-0912219e5c8b;( ++ );( A );Staphylococcus epidermidis;2.15;Staphylococcus epidermidis;2.06;
1f3fe77a-3085-4866-aa30-0728df636409;( ++ );( A );Streptococcus pneumoniae;2.11;Streptococcus pneumoniae;2.07;
2027042b-a0a6-42cc-b484-4bb9ac2dbf80;( + );( B );Streptococcus dysgalactiae;1.92;Streptococcus dysgalactiae;1.8;
202a0748-b818-468f-9d0a-d0979859b6dd;( - );( C );not reliable identification;1.65;not reliable identification;1.62;
202d21bf-89a3-4c45-9401-6286656eade3;( +++ );( B );Proteus vulgaris;2.36;Proteus hauseri;2.3;
208f4010-2d01-4933-8564-fab380183125;( - );( C );not reliable identification;1.63;not reliable identification;1.58;
20ead1ef-2e1a-47dc-b223-3d21d925e380;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.35;
20ebfbf1-5acf-4a14-9fc7-21a2d00489c1;( +++ );( A );Streptococcus agalactiae;2.51;Streptococcus agalactiae;2.43;
216a1edb-11ef-4bb6-8e83-5f7b73bfc780;( ++ );( A );Gardnerella vaginalis;2.18;Gardnerella vaginalis;2.16;
220adb44-5dd1-45a4-84a7-0f78112de6fb;( ++ );( A );Raoultella ornithinolytica;2.2;Raoultella ornithinolytica;2.15;
2229c611-c7b0-4774-8285-9dbd5ed65ae8;( +++ );( A );Haemophilus influenzae;2.38;Haemophilus influenzae;2.32;
223246d3-c98b-4e37-b547-1a786a6068c7;( ++ );( A );Streptococcus parasanguinis;2.07;Streptococcus parasanguinis;1.87;
22348e96-fcf9-4e0e-8dc1-74cc58d977f5;( ++ );( A );Streptococcus oralis;2.25;Streptococcus oralis;2.18;
22da0901-8b69-4f46-85c5-88affff600da;( +++ );( A );Streptococcus vestibularis;2.33;Streptococcus vestibularis;2.32;
23322924-a70c-4148-a572-222897df6cbc;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.32;
237f89cb-0cae-4d44-91ec-d4b6cffa4b01;( +++ );( B );Streptococcus gallolyticus;2.36;Streptococcus gallolyticus;2.31;
23b5b2d2-23da-40f6-974a-454206338ee6;( +++ );( A );Staphylococcus hominis;2.41;Staphylococcus hominis;2.37;
248b2266-3d05-40d8-ba94-e847949df37a;( +++ );( B );Escherichia coli;2.33;Escherichia coli;2.28;
248fc8bf-23b5-481e-a71a-c46162b34510;( +++ );( B );Citrobacter freundii;2.36;Citrobacter freundii;2.33;
24962f1f-9f12-43fc-b78e-7066d5778466;( +++ );( B );Klebsiella pneumoniae;2.45;Klebsiella pneumoniae;2.33;
249c5f75-88d8-4d9d-bcef-229f6dbd6c33;( ++ );( B );Escherichia coli;2.25;Escherichia coli;2.21;
250ecbc6-8320-4571-8af6-0bbe0ef30fd6;( ++ );( A );Streptococcus dysgalactiae;2.13;Streptococcus dysgalactiae;2.09;
254e367b-c2f5-4f38-a723-03113884a962;( +++ );( A );Escherichia coli;2.31;Escherichia coli;2.3;
2550b644-31f4-42d5-a948-a4e4c7ca7faa;( + );( B );Staphylococcus epidermidis;1.98;Staphylococcus epidermidis;1.88;
256dff40-e245-4e41-87ce-483db33540a0;( ++ );( A );Candida dubliniensis;2.04;Candida dubliniensis;1.94;
257fa63a-0b84-4326-a416-3697c9c434b7;( +++ );( C );Klebsiella oxytoca;2.4;Klebsiella oxytoca;2.38;
2583d5bf-d11e-4e75-adf7-4d6d13cdc166;( ++ );( A );Pasteurella canis;2.03;Pasteurella canis;2.01;
2585eb5b-2388-41f5-af5e-beac7cdb2b11;( + );( B );Candida glabrata;1.99;Candida glabrata;1.99;
25ae8dcd-93f9-4072-a27a-c3130da4cae3;( +++ );( B );Klebsiella variicola;2.34;Klebsiella variicola;2.33;
26d0757f-244b-43eb-815e-31022ec83d2a;( +++ );( A );Morganella morganii;2.44;Morganella morganii;2.36;
26e7fab2-678d-4671-89f0-bbc8d9bbb745;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.17;
26f68e2b-af39-45d8-9ed6-87ad89316a85;( ++ );( A );Streptococcus gallolyticus;2.27;Streptococcus gallolyticus;2.14;
27c757d9-564b-4c66-a95a-ea5bf2d6cf76;( ++ );( A );Staphylococcus lugdunensis;2.26;Staphylococcus lugdunensis;2.15;
286c3e63-7cb5-4f37-a9d3-cad718b1492c;( +++ );( A );Streptococcus agalactiae;2.35;Streptococcus agalactiae;2.3;
287a4865-6927-4233-899b-3a45553ecf7b;( +++ );( A );Dermabacter hominis;2.46;Dermabacter hominis;2.32;
28a1209d-3fb5-4db0-b731-0e6800f4b9e6;( +++ );( B );Streptococcus salivarius;2.33;Streptococcus vestibularis;2.28;
292a22b1-ba22-4eff-899d-08eb0b236196;( ++ );( A );Staphylococcus epidermidis;2.04;Staphylococcus epidermidis;2.02;
2a03a255-8fb2-4bb2-a6e0-94ea982c9045;( +++ );( A );Streptococcus intermedius;2.39;Streptococcus intermedius;2.37;
2a5f4a0d-929a-4d5e-a534-fe3eb42aca5e;( +++ );( A );Rothia mucilaginosa;2.41;Rothia mucilaginosa;2.4;
2a6060ea-650b-497c-9c97-e22dcc710128;( ++ );( B );Enterobacter cloacae;2.26;Enterobacter cloacae;2.24;
2a6d86e9-878f-4053-80dd-afebdfc3b29e;( +++ );( B );Streptococcus pyogenes;2.37;Streptococcus pyogenes;2.37;
2a7cd90c-db5e-49cb-b76d-dd160ff4ff3f;( +++ );( B );Escherichia coli;2.36;Escherichia coli;2.26;
2adede4f-565a-4bf9-8db8-ca995462469e;( ++ );( A );Staphylococcus epidermidis;2.12;Staphylococcus epidermidis;1.91;
2b2613ed-2cd2-40ad-abc5-4cbbbaea3bd7;( + );( B );Candida albicans;1.86;Candida albicans;1.82;
2bb110cd-f6b6-4056-bfdf-e3f8ac8e65b9;( +++ );( A );Enterococcus faecium;2.51;Enterococcus faecium;2.5;
2bb62c75-0e25-4cfe-b294-457585f720d2;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.35;
2c07c55b-a038-4f57-9459-1118a575a238;( ++ );( A );Propionibacterium acnes;2.17;Propionibacterium acnes;2.17;
2c61c283-beba-47ea-bd8f-71f57defde96;( +++ );( A );Streptococcus pyogenes;2.34;Streptococcus pyogenes;2.3;
2ca96e41-8939-45e8-a4ea-9b605c7c4b4b;( ++ );( A );Corynebacterium striatum;2.24;Corynebacterium striatum;1.91;
2ccb417a-9e7e-4116-9c4e-a65d216924cd;( ++ );( A );Staphylococcus caprae;2.24;Staphylococcus caprae;2.24;
2cd14ae2-fa56-4874-8ace-fe40767981fe;( ++ );( A );Staphylococcus aureus;2.16;Staphylococcus aureus;2.06;
2cdb0894-c32a-4324-b272-5797b56abf68;( + );( B );Actinomyces odontolyticus;1.76;Actinomyces odontolyticus;1.75;
2d042711-de3c-4618-b9af-b3861ee00b54;( ++ );( A );Peptoniphilus olsenii;2.04;Peptoniphilus olsenii;1.81;
2d2381b2-720a-4100-b081-5a42b5c8204e;( ++ );( A );Staphylococcus aureus;2.27;Staphylococcus aureus;2.09;
2d64297f-1b0d-4430-9c9d-0b0cf19160e0;( +++ );( C );Enterobacter aerogenes;2.47;Enterobacter aerogenes;2.38;
2d69e8b5-9667-4252-b355-de30d5af9b38;( - );( C );no peaks found ;< 0;no peaks found ;< 0;
2d8ea577-7336-4541-9d1a-70cc3522d232;( + );( B );Staphylococcus caprae;1.97;Staphylococcus caprae;1.95;
2db51656-4dc0-415e-9065-5ee9a0f0852e;( ++ );( A );Escherichia coli;2.25;Escherichia coli;2.21;
2e780985-78d9-4c07-999b-224433704685;( ++ );( A );Streptococcus agalactiae;2.29;Streptococcus agalactiae;2.24;
2e789e5c-e3e3-44f7-b6b4-a5e59f7484d8;( ++ );( A );Streptococcus anginosus;2.14;Streptococcus anginosus;2.08;
2e852c62-9136-42b2-b59c-32fb68d12eab;( +++ );( B );Enterobacter cloacae;2.45;Enterobacter cloacae;2.27;
2ec61d78-ad1f-4526-97d6-5ba139ddff7a;( ++ );( A );Staphylococcus pettenkoferi;2.11;Staphylococcus pettenkoferi;1.85;
2f1f20b0-0131-445e-94aa-77ae7ac81694;( ++ );( B );Candida albicans;2.05;Candida albicans_(africana);2.02;
2f3dfdb2-2acf-418c-98cc-fb265f8f5411;( ++ );( A );Streptococcus oralis;2.16;Streptococcus oralis;2.14;
2f595776-47e6-4a63-8bdd-ee3a196a9fff;( ++ );( A );Staphylococcus aureus;2.09;Staphylococcus aureus;2.06;
2f79ba0e-f934-4ae3-9acf-044742a11068;( - );( C );not reliable identification;1.64;not reliable identification;1.6;
306aad84-2495-4a3f-aade-f0a2e8c71af9;( ++ );( C );Raoultella ornithinolytica;2.08;Klebsiella oxytoca;2.06;
30d0195e-d366-4a13-bf44-279ae8cd64da;( +++ );( B );Escherichia coli;2.38;Escherichia coli;2.31;
31016552-b649-4fc1-ad81-60360efd28cb;( +++ );( B );Salmonella newington;2.46;Salmonella anatum;2.45;
311b1c39-3e00-412a-b420-eae9ab0325bf;( ++ );( A );Enterococcus avium;2.18;Enterococcus avium;2.03;
314c0b1f-6133-4ef8-b951-fc4e2dbb8d96;( +++ );( A );Enterococcus faecalis;2.41;Enterococcus faecalis;2.35;
315242b5-7a30-4dc2-9736-eebcd81c7c4d;( ++ );( A );Streptococcus mitis;2;Streptococcus mitis;1.97;
317e58ce-6334-4a3a-ba32-7b7aa0bf7be1;( ++ );( A );Staphylococcus epidermidis;2.22;Staphylococcus epidermidis;2.15;
32e83f49-2e2f-4566-aa2e-d2572ea469c6;( - );( C );no peaks found ;< 0;no peaks found ;< 0;
333da895-ddb6-4196-97dd-fd04f9ed8135;( ++ );( A );Staphylococcus epidermidis;2.02;Staphylococcus epidermidis;2;
33874d88-013f-425e-8b31-46a5cfaf0a38;( ++ );( A );Staphylococcus epidermidis;2.17;Staphylococcus epidermidis;2.16;
341c3579-6e8f-45a8-85aa-6203d45b524d;( - );( C );not reliable identification;1.64;not reliable identification;1.52;
34bcd595-f895-4639-8239-f0636986b312;( +++ );( A );Enterococcus faecalis;2.33;Enterococcus faecalis;2.26;
34eaa663-e367-4f1e-96fe-a5d2d2c871a0;( ++ );( A );Staphylococcus capitis;2.1;Staphylococcus capitis;2.07;
359f56b8-ab6e-449c-a11c-5acdc1fca478;( ++ );( A );Streptococcus agalactiae;2.29;Streptococcus agalactiae;2.28;
35e39c51-4a80-4ef8-b5d1-655e469ad569;( - );( C );not reliable identification;1.31;not reliable identification;1.24;
361dcfcc-9fed-488c-8ec2-3969080bebd6;( ++ );( A );Staphylococcus aureus;2.22;Staphylococcus aureus;2.19;
363afa46-8d56-4f97-9275-0f9aff9783f4;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.08;
36d81147-ea09-4ad5-8461-212382ce4ea7;( ++ );( B );Escherichia coli;2.28;Escherichia coli;2.28;
3757a515-f917-4333-9685-812f1541e48f;( ++ );( B );Escherichia coli;2.29;Escherichia coli;2.25;
38123a59-0849-4f7e-a2de-c4c5472d973d;( ++ );( A );Enterococcus faecalis;2.12;Enterococcus faecalis;2.12;
386b81b3-ab01-48d0-8791-81a8a438a39c;( +++ );( A );Klebsiella variicola;2.44;Klebsiella variicola;2.35;
38952618-c4ee-4b55-91ff-1376eecf8d84;( +++ );( A );Enterococcus faecalis;2.35;Enterococcus faecalis;2.34;
3913e9fe-b349-4e64-93f3-9b289525912f;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.28;
394361bc-dd1a-4ef5-954f-1e8520237911;( ++ );( A );Aerococcus urinae;2.23;Aerococcus urinae;2.03;
395d4f2c-88a6-4bd8-9f77-90ec9d81c9a7;( ++ );( A );Staphylococcus simulans;2.2;Staphylococcus simulans;2.1;
3a372474-48d1-4a58-8d83-58df6ea8939b;( ++ );( A );Aggregatibacter segnis;2.08;Aggregatibacter segnis;1.95;
3a45e978-17bc-462f-bc86-e928322994d7;( +++ );( A );Staphylococcus aureus;2.3;Staphylococcus aureus;2.3;
3ae26792-2c48-488a-99c0-2b83839873d6;( + );( B );Streptococcus parasanguinis;1.71;not reliable identification;1.65;
3b2e5faa-a5a0-4206-b902-cf5909fc2693;( +++ );( A );MIX!Streptococcus oralis;2.44;Streptococcus oralis;2.4;
3b728afe-f640-49b8-ac15-b05f79f42c3d;( - );( C );not reliable identification;1.52;not reliable identification;1.42;
3bd57554-4abf-4f93-80a8-0ddbf14d4051;( +++ );( A );Staphylococcus caprae;2.32;Staphylococcus caprae;2.21;
3bf39d32-69dd-43e4-b054-a3301ad3e7ac;( ++ );( A );Staphylococcus aureus;2.23;Staphylococcus aureus;2.19;
3c78fac7-a565-4fce-b99b-0bfee66cdda4;( +++ );( A );Aggregatibacter aphrophilus;2.42;Aggregatibacter aphrophilus;1.98;
3c820ec2-2829-4665-aca9-9546f600ef21;( +++ );( A );Enterococcus faecium;2.46;Enterococcus faecium;2.33;
3cb70cb7-59e7-46a1-8e7d-454d93100aec;( + );( B );Staphylococcus cohnii;1.9;not reliable identification;1.69;
3cd9fdfc-e2be-49d5-9c35-e2d20817a331;( ++ );( A );Streptococcus agalactiae;2.15;Streptococcus agalactiae;2.11;
3cdcdf2f-5d3d-4608-b0d1-f4c24830a76e;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.11;
3d01fc9c-227c-4cb9-b0de-a6b8c956b5df;( +++ );( B );Streptococcus dysgalactiae;2.36;Streptococcus dysgalactiae;2.33;
3d236e6e-5ce5-494c-9e53-4f4fe6898c2e;( +++ );( A );Proteus mirabilis;2.54;Proteus mirabilis;2.43;
3d609bb6-1799-452d-b726-157cc919bc5a;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.41;
3d6b8ac2-4734-458f-be97-486e214963dd;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.1;
3d7e2db2-2406-456d-b775-21e75a32dfe7;( +++ );( B );Klebsiella pneumoniae;2.45;Klebsiella pneumoniae;2.35;
3e1f54c6-762f-454a-8690-40fd4c52e8e4;( - );( C );not reliable identification;1.33;not reliable identification;1.29;
3e29b76d-4d33-4aa0-9350-fb9b7d3d381a;( + );( B );Citrobacter freundii;1.85;not reliable identification;1.64;
3e2ed6de-933a-4c47-815f-d1bfd1be8ce6;( +++ );( A );Staphylococcus aureus;2.33;Staphylococcus aureus;2.32;
3e8ab2a7-2c4c-445e-821a-e93fe45a2da2;( ++ );( A );Candida albicans;2.25;Candida albicans;2.11;
3eb62795-1cc8-4768-a9a9-b593726c7ffa;( ++ );( A );Streptococcus oralis;2.08;Streptococcus oralis;2.04;
3ecbb442-85c4-4106-9c0e-4b3540104cd4;( ++ );( A );Peptostreptococcus anaerobius;2.24;Peptostreptococcus anaerobius;2.16;
3f1f90d2-fb3b-43c6-b423-96cd8fc0c5b3;( ++ );( A );Staphylococcus epidermidis;2.17;Staphylococcus epidermidis;2.16;
3f5a7ebf-daed-4f98-9242-8f3a48067e51;( ++ );( A );Staphylococcus epidermidis;2.27;Staphylococcus epidermidis;2.05;
