cc2df20a-e395-48df-ad5e-f815944d81aa;( +++ );( A );Streptococcus agalactiae;2.42;Streptococcus agalactiae;2.38;
d44fd1bb-6b11-4b87-9404-3d1c1a3fbb33;( +++ );( A );Streptococcus agalactiae;2.42;Streptococcus agalactiae;2.39;
e3e6a671-025c-4c04-ace8-669f807e9a0a;( +++ );( A );Streptococcus agalactiae;2.31;Streptococcus agalactiae;2.28;
1a0be24c-6b7f-4760-96a6-44de93a7286f;( ++ );( A );MIX!Candida glabrata;2.23;Candida glabrata;1.79;
01ce0e97-738e-4188-af1c-382ea86eaf3d;( +++ );( A );Morganella morganii;2.61;Morganella morganii;2.53;
08708ecd-67fd-4cfe-b834-dab3f6b5ba40;( +++ );( A );Klebsiella variicola;2.61;Klebsiella variicola;2.57;
0c8d9e2f-b539-45b6-9fd6-5c0254509c05;( ++ );( A );Propionibacterium granulosum;2.25;Propionibacterium granulosum;2.06;
0d72735e-2fc7-45a8-ac5b-2d901f5cd4d5;( +++ );( A );Klebsiella variicola;2.5;Klebsiella variicola;2.48;
0f01a8f0-8fa4-4cfa-9ae4-34c00144d207;( +++ );( A );MIX!Veillonella parvula;2.58;Veillonella parvula;2.38;
12482fef-7e07-46aa-b86f-9aa158bd603f;( +++ );( A );Propionibacterium acnes;2.34;Propionibacterium acnes;2.23;
1547a315-3491-4ba3-afd2-43d631ea08d2;( +++ );( A );Klebsiella variicola;2.4;Klebsiella variicola;2.39;
24f78a55-040f-4907-91c0-0a26367538fa;( +++ );( A );Klebsiella variicola;2.45;Klebsiella variicola;2.44;
2d8af674-d174-43be-aa8a-38a7388ecb7b;( - );( C );not reliable identification;1.39;not reliable identification;1.34;
40fcf2b1-d01e-4f58-81de-7f16e74f4732;( +++ );( A );Dermabacter hominis;2.43;Dermabacter hominis;2.25;
44880894-6c45-482d-abca-038d5a87ca4b;( +++ );( A );Klebsiella variicola;2.32;Klebsiella variicola;2.29;
44a94867-ee1d-4dc2-b70c-b92f22765b3f;( + );( B );Propionibacterium acnes;1.82;Propionibacterium acnes;1.82;
474645b1-d7b6-4119-b179-f4c20ebded87;( +++ );( A );Parvimonas micra;2.35;Parvimonas micra;2.28;
4cb4229b-8457-4504-bca7-c0cc4ad929bb;( ++ );( A );Propionibacterium acnes;2.22;Propionibacterium acnes;2.18;
515f6341-d3ca-44ee-a065-e8dba6b84b47;( ++ );( A );Streptococcus anginosus;2.15;Streptococcus anginosus;2.13;
54242a22-a959-43ef-bbb2-dcb86fe6eb24;( - );( C );not reliable identification;1.63;not reliable identification;1.6;
548f90a5-3914-46ef-bf22-fca2f7ea71ba;( +++ );( A );Morganella morganii;2.64;Morganella morganii;2.5;
5b8ec9e5-0233-4c88-9257-7d0a3ecc3d0a;( ++ );( A );Propionibacterium granulosum;2.18;Propionibacterium granulosum;2.04;
730b59b5-432c-4d03-8a37-65b04adabb4c;( + );( B );Propionibacterium acnes;1.92;Propionibacterium acnes;1.91;
73e27e78-3de1-409c-90fb-c8ee86d80046;( ++ );( A );Propionibacterium acnes;2.22;Propionibacterium acnes;2.18;
7a159c09-c4d1-487b-b45e-8cd9eebfa7b6;( +++ );( A );Granulicatella adiacens;2.3;Granulicatella adiacens;2.29;
86cffa93-d424-4f3a-851e-91964641ec17;( +++ );( A );MIX!Veillonella parvula;2.66;Veillonella parvula;2.61;
92de5fec-3628-443d-9572-a6a9da8ef087;( ++ );( A );Propionibacterium granulosum;2.26;Propionibacterium granulosum;2.08;
9d4bf0a0-9b25-47b9-9416-10e28450a6dd;( +++ );( A );Klebsiella variicola;2.56;Klebsiella variicola;2.52;
9daccaea-a15d-4e47-9f77-1102113754d1;( + );( B );Propionibacterium acnes;1.91;Propionibacterium acnes;1.87;
a44f22bd-334b-4051-bba5-4b461787e025;( ++ );( A );Bacteroides vulgatus;2.17;Bacteroides vulgatus;2.14;
ae47dd09-6529-4a73-abfc-1f0efa558b06;( + );( B );Propionibacterium acnes;1.96;Propionibacterium acnes;1.96;
af9af7a0-26ae-4b7c-8a11-6d621d7814c5;( ++ );( A );Propionibacterium granulosum;2.12;Propionibacterium granulosum;2.06;
b03bb305-ebb1-408d-8fbf-0272a9744edb;( +++ );( A );Dermabacter hominis;2.36;Dermabacter hominis;2.26;
b0917ee8-a75e-4234-bb4f-b3e7377ff477;( +++ );( A );Klebsiella variicola;2.46;Klebsiella variicola;2.46;
b0a548d9-f81d-4036-a6c2-b76f26803608;( +++ );( A );Klebsiella variicola;2.42;Klebsiella variicola;2.35;
b18f264c-fd32-4ec0-a4d4-34b82a2d341f;( ++ );( A );Propionibacterium granulosum;2.24;Propionibacterium granulosum;2.17;
b215d64d-8f00-4d7d-9b4e-b43b66142c91;( ++ );( B );Klebsiella variicola;2.29;Klebsiella variicola;2.28;
b2d9aa22-058a-4ec0-bc9a-af730bfe4946;( +++ );( A );Propionibacterium acnes;2.36;Propionibacterium acnes;2.21;
bd040c58-fbb7-4586-a6b1-3de08568faf4;( ++ );( A );Desulfovibrio piger;2.23;Desulfovibrio piger;2.16;
bd0a3a3e-3b5f-47cc-b452-ac5a3948611d;( +++ );( A );Parvimonas micra;2.43;Parvimonas micra;2.37;
bf98bda0-f286-4483-ad74-0d36fe8e76e7;( +++ );( A );Klebsiella variicola;2.6;Klebsiella variicola;2.54;
c44b4c23-170e-4700-814e-0c1336132229;( ++ );( A );Desulfovibrio piger;2.17;Desulfovibrio piger;2.06;
d28512fd-33c1-4b04-a487-936623369c01;( + );( B );Fusobacterium naviforme;1.94;Fusobacterium nucleatum;1.8;
d3e9d465-decc-415e-aecb-aee78946837f;( +++ );( A );Granulicatella adiacens;2.3;Granulicatella adiacens;2.3;
d8cc425b-8b51-43dd-ba55-8f20b49aecdf;( +++ );( A );Klebsiella variicola;2.43;Klebsiella variicola;2.42;
de3ec4ad-0b35-4e62-aaf8-7abbba4dae18;( +++ );( A );Propionibacterium acnes;2.35;Propionibacterium acnes;2.33;
e1510391-76f8-4cf0-8c56-4b0314715a26;( ++ );( A );Propionibacterium acnes;2.29;Propionibacterium acnes;2.11;
e55ad431-6408-4c58-b832-db7480c17537;( + );( B );Fusobacterium naviforme;1.87;Fusobacterium nucleatum;1.81;
eafa0f28-3575-44f9-aa3c-a8b5cfdc1c83;( - );( C );not reliable identification;1.38;not reliable identification;1.35;
f1641568-2dbe-4349-af72-f78a674eeb29;( ++ );( A );Propionibacterium granulosum;2.26;Propionibacterium granulosum;2.06;
f41c0c31-09d5-4c26-b315-9502309e9d9e;( ++ );( A );Bacteroides vulgatus;2.18;Bacteroides vulgatus;2.11;
f4af6fba-842b-440b-8e90-9b711dd6fee9;( ++ );( A );Streptococcus anginosus;2.05;Streptococcus anginosus;2;
f63e6ae8-e2cd-4436-bc17-bf42f63ff3b7;( +++ );( A );Klebsiella variicola;2.57;Klebsiella variicola;2.53;
f8724920-263c-4a9d-846b-7f9a48bacf1f;( ++ );( A );Propionibacterium acnes;2.22;Propionibacterium acnes;2.21;
fd20c880-801c-4b99-989d-35fb5ae9b9a5;( +++ );( A );Propionibacterium acnes;2.36;Propionibacterium acnes;2.28;
1358f23d-130c-41ef-bd9a-88e23d3ea3b0;( ++ );( A );Propionibacterium acnes;2.01;Propionibacterium acnes;2;
89599022-8c37-4815-a713-9124920d0e1d;( + );( B );Propionibacterium acnes;1.93;Propionibacterium acnes;1.92;
a0dabf48-0ac4-48c1-aead-6551729c0287;( + );( B );Fusobacterium naviforme;1.99;Fusobacterium nucleatum;1.8;
0cacfdeb-ed99-4a1b-92e9-01e6f54d2c52;( + );( B );Blastomonas ursincola;1.82;Blastomonas natatoria;1.74;
1bfce15c-b359-4c3a-a34b-9584e22061ee;( - );( C );not reliable identification;1.08;not reliable identification;1.08;
67bb4613-028c-4e2b-8142-f188690bcf5c;( - );( C );not reliable identification;1.66;not reliable identification;1.65;
799f3fe1-6222-4c13-8c68-5cf0f16e6047;( + );( B );Blastomonas ursincola;1.81;not reliable identification;1.65;
9c305a38-f0d1-4fde-b633-0247cd8005dd;( + );( B );Sphingomonas sp;1.93;not reliable identification;1.58;
e18c3ec5-4477-48d7-8d77-7ea8ecf25cd5;( - );( C );no peaks found;<0;no peaks found;<0;
e4f62464-7797-4586-b916-11c4cfea036c;( + );( B );Sphingomonas adhaesiva;1.97;not reliable identification;1.46;
d63055cc-0b80-45fd-a20f-e10c39faa827;( ++ );( A );MIX!Pseudomonas pseudoalcaligenes;2.07;Pseudomonas pseudoalcaligenes;1.94;
46adc646-dbce-47cd-a190-7270e8bf45ec;( +++ );( A );Enterococcus faecium;2.53;Enterococcus faecium;2.47;
5b91d2c2-774b-417b-9677-9a1f1960bbcc;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.4;
5c787f0f-85cd-4569-94a9-b873550bdc21;( + );( B );Weissella confusa;1.87;Weissella confusa;1.76;
6a3d7811-1881-4505-964b-7bc780ab22c3;( - );( C );not reliable identification;1.48;not reliable identification;1.44;
99cd481f-825f-43ea-9db8-c2a2f06be3e1;( ++ );( A );Candida tropicalis;2;Candida tropicalis;1.91;
a4f0573a-1e60-4ceb-9d47-6cf88b862d35;( +++ );( A );Streptococcus sanguinis;2.4;Streptococcus sanguinis;2.29;
fd923b58-0741-4929-a589-e0c49e455650;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.39;
18204c4c-6167-4994-a525-02e281badec7;( ++ );( A );Lactobacillus delbrueckii;2.11;Lactobacillus delbrueckii;2.07;
189f5dd5-0f4d-4e75-b985-9fe68faa7b99;( ++ );( A );Streptococcus anginosus;2.22;Streptococcus anginosus;2.2;
216695d3-0726-4853-8980-9456a7999895;( +++ );( B );Klebsiella pneumoniae;2.47;Klebsiella pneumoniae;2.45;
274bd842-f55a-4b5b-8b61-0ef960717f29;( ++ );( A );Gardnerella vaginalis;2.22;Gardnerella vaginalis;2.17;
34809fef-9d77-449c-800d-7550fffb6693;( ++ );( A );Streptococcus anginosus;2.25;Streptococcus anginosus;2.24;
3917ad63-07e6-4dbf-9d56-582981b610c7;( +++ );( B );Lactobacillus gasseri;2.36;Lactobacillus gasseri;2.33;
3bfa63a3-a4e4-445e-8353-8cfd3ed3219f;( ++ );( B );Streptococcus mitis;2.22;Streptococcus mitis;2.18;
3c844071-4fa8-4eda-95b1-07b5533ea1b7;( - );( C );not reliable identification;1.3;not reliable identification;1.23;
42684d3e-a133-47bd-b696-99fc810d2b37;( +++ );( B );Klebsiella pneumoniae;2.39;Klebsiella pneumoniae;2.36;
44d0a875-8c62-4fdb-a14c-816fc5aebddb;( ++ );( A );Lactobacillus crispatus;2.21;Lactobacillus crispatus;2;
49b4ac2a-22c3-4ad1-b46a-aa73e25442da;( + );( B );Candida glabrata;1.98;Candida glabrata;1.86;
4d438e22-89f8-4eab-9d96-aa207ddba47c;( ++ );( B );Proteus vulgaris;2.26;Proteus vulgaris;2.24;
50b80f9a-bf81-4e86-8aa0-f158fdcdba14;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.29;
64509e93-1736-4871-917e-c5ac3c6fce03;( +++ );( B );Klebsiella variicola;2.38;Klebsiella variicola;2.36;
72754c25-e0cb-4d92-b8bb-4388ff4610a9;( +++ );( A );Streptococcus anginosus;2.41;Streptococcus anginosus;2.31;
8085eaa1-2668-4056-bee1-307c96809d06;( + );( B );Actinotignum schaalii;1.95;Actinotignum schaalii;1.9;
86d56ca7-e02b-474c-ab88-38212af37203;( +++ );( B );Klebsiella variicola;2.47;Klebsiella variicola;2.42;
97e61844-3396-495b-bd81-88bf245e8fc5;( ++ );( A );Lactobacillus gasseri;2.21;Lactobacillus gasseri;2.08;
9e896195-abd3-43db-895a-b2e9393fbcb7;( ++ );( A );Actinomyces turicensis;2.14;Actinomyces turicensis;2.06;
a07d16b7-8a79-4781-a54e-eb2449d38ec5;( +++ );( C );MIX!Streptococcus anginosus;2.62;Actinomyces turicensis;2.6;
a1e25339-abf6-42cc-a115-85037574b49e;( + );( B );Streptococcus anginosus;1.86;Streptococcus anginosus;1.85;
bb9e0056-089e-436b-93e6-1d4dcf992ca5;( ++ );( A );Streptococcus anginosus;2;Streptococcus anginosus;1.92;
bc501533-734c-45ed-9a72-8482bde8bffc;( +++ );( A );Pseudomonas aeruginosa;2.44;Pseudomonas aeruginosa;2.23;
c7ec38f6-42b7-4702-88f5-cbbe823cc299;( +++ );( A );Klebsiella variicola;2.54;Klebsiella variicola;2.49;
cc93a4d6-c982-42bd-93db-90e63861fb3a;( - );( C );not reliable identification;1.52;not reliable identification;1.45;
cd64f320-8543-4ecb-ac65-097613e66d4f;( - );( C );not reliable identification;1.69;not reliable identification;1.53;
dbd00d83-5f21-45f9-99b8-964c5db2efeb;( ++ );( B );Gardnerella sp;2.19;Gardnerella vaginalis;2.13;
dd3d8f12-255d-4254-8652-14ceb51c60e0;( ++ );( A );Lactobacillus crispatus;2.18;Lactobacillus crispatus;2.03;
df115d0d-c402-4e1c-9ff8-fb8735ff596f;( +++ );( C );Enterobacter aerogenes;2.46;Enterobacter aerogenes;2.4;
df6ed03c-29f8-4ef0-97cd-b3ecb7e160d7;( +++ );( C );Klebsiella oxytoca;2.39;Raoultella ornithinolytica;2.19;
e30e454c-5bce-4d5a-90d1-916787fe6cbe;( ++ );( A );Gardnerella vaginalis;2.03;Gardnerella vaginalis;1.99;
eb27657a-a98b-4d43-8972-c7818d313cac;( ++ );( A );Gardnerella vaginalis;2.07;Gardnerella vaginalis;2.02;
ed5af0b9-ba51-4441-8306-60f7b72210ab;( ++ );( B );Streptococcus mitis;2.22;Streptococcus mitis;2.22;
ed6f5a96-8313-471f-91df-04b06d74ae64;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;1.93;
edb6f7a7-af87-49d0-875e-9b03527b4f53;( + );( B );Aerococcus urinae;1.88;Aerococcus urinae;1.77;
ef779f1e-c7f1-482d-b698-2378d181d855;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.35;
f1efb3e0-70c1-43eb-b2a0-4e827f7eb405;( +++ );( A );Enterococcus faecalis;2.3;Enterococcus faecalis;2.3;
f3338caf-d6fc-47ad-8655-ff70d78e0ab2;( +++ );( B );Streptococcus mitis;2.36;Streptococcus mitis;2.28;
f607400b-dfda-4a8c-9c6a-38b4bed92c56;( ++ );( A );Enterococcus faecalis;2.26;Enterococcus faecalis;2.22;
ba409c27-befd-459e-ae0c-a1a1b908df46;( +++ );( A );Klebsiella variicola;2.42;Klebsiella variicola;2.34;
d4e58168-6894-474e-8eb8-f609dc5760d6;( +++ );( A );Klebsiella variicola;2.43;Klebsiella variicola;2.34;
28b23b4f-7aaf-432e-aa1b-a33a8bd15044;( +++ );( A );Escherichia coli;2.51;Escherichia coli;2.4;
9c11b933-388f-4863-a08d-0cc6c9efd08c;( + );( B );Streptococcus mitis;1.98;Streptococcus mitis;1.9;
1abf8836-26df-4b79-b504-e017f0b65b29;( +++ );( A );Escherichia coli;2.34;Escherichia coli;2.3;
1d8e2c64-1e0f-4e3d-84ce-cb5cb9bd798d;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.26;
289432b4-5870-4ead-8651-2d5a5166ec63;( - );( C );not reliable identification;1.04;not reliable identification;1.02;
3339138e-a8ee-4667-813c-461246fafe0d;( - );( C );not reliable identification;1.21;not reliable identification;1.13;
4fca4b71-514a-4d6f-b16d-3fc4f91f259a;( +++ );( A );Staphylococcus saccharolyticus;2.37;Staphylococcus saccharolyticus;2.26;
5ef9efba-0356-41fe-ac32-a2f774728a3d;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.31;
a8270066-7e8a-4851-9c18-1aea94ef0202;( ++ );( A );Staphylococcus capitis;2.16;Staphylococcus capitis;2.14;
b6f2de0f-7fde-4b45-963e-bf4a1875014b;( +++ );( A );Escherichia coli;2.32;Escherichia coli;2.29;
c6f93529-6143-4e6a-ba3f-419037af6aa3;( +++ );( A );Staphylococcus saccharolyticus;2.34;Staphylococcus saccharolyticus;2.2;
c915e100-7026-4aa3-92dc-4d29f3c2620a;( ++ );( A );Staphylococcus capitis;2.18;Staphylococcus capitis;2.07;
02d0414e-13d3-4ea2-99cc-12dcb4150bdf;( +++ );( A );Pseudomonas aeruginosa;2.42;Pseudomonas aeruginosa;2.29;
34625157-a6dd-4bc5-bf70-0253cb5ccd3a;( + );( B );Gardnerella vaginalis;1.83;Gardnerella sp;1.79;
3a435540-1a61-4c6c-9874-d21c16da7d2e;( +++ );( B );Klebsiella pneumoniae;2.46;Klebsiella pneumoniae;2.42;
55380c47-2fc1-48fb-8687-c0d190afaa18;( +++ );( A );Staphylococcus lugdunensis;2.44;Staphylococcus lugdunensis;2.34;
6fcd2355-4f4f-4d4e-877c-4e8bcb9d923b;( +++ );( A );Enterococcus faecium;2.5;Enterococcus faecium;2.46;
8f3aa47a-9200-4e4f-b3ce-79a3206c621b;( ++ );( A );Candida albicans;2.07;Candida albicans;2.01;
9a527d32-a2e8-4eec-8c6a-ea9dd312cc94;( +++ );( A );Enterococcus faecalis;2.36;Enterococcus faecalis;2.36;
